depth,loi,co3
264.2000000000836,7.7100115074798845,4.538550057537387
264.4000000000836,6.55737704918027,10.804539722572603
264.6000000000836,6.048703849175174,11.110761979575914
264.80000000008357,6.761904761904742,12.693333333333442
265.00000000008356,6.706114398422057,8.986193293885632
265.2000000000836,7.14285714285716,11.428571428571518
265.4000000000836,5.968688845401168,15.303326810176152
265.6000000000836,7.317073170731484,9.951219512195166
265.80000000008357,7.17948717948729,4.184615384615228
266.00000000008356,6.437768240343399,7.004291845493565
266.2000000000836,7.847082494969761,6.020120724346143
266.4000000000836,6.42092746730087,6.306777645659885
266.6000000000836,7.0588235294116615,11.490909090909199
266.80000000008357,6.88863375430545,10.149253731343201
267.00000000008356,6.653426017874894,6.617676266136975
267.2000000000836,5.805805805805795,11.979979979979886
267.4000000000836,6.527777777777855,10.57777777777761
267.6000000000836,6.390134529148028,10.825112107623283
267.80000000008357,5.964052287581731,10.333333333333329
268.00000000008356,5.874026893135185,13.667374380750294
268.2000000000836,6.385169927909308,14.146240988671593
268.4000000000836,6.781914893617036,7.053191489361643
268.6000000000836,7.069555302166402,11.940706955530201
268.80000000008357,7.028112449799234,5.18875502008012
269.00000000008356,6.2984496124030525,5.7984496124031635
269.2000000000836,6.127167630057692,9.119075144508642
269.4000000000836,5.801526717557288,10.48549618320601
269.6000000000836,5.090655509065575,12.898186889818778
269.80000000008357,6.509695290858812,7.157894736842159
270.00000000008356,5.376344086021584,7.16559139784939
270.2000000000836,5.2307692307692495,4.882051282051305
270.4000000000836,5.805243445692829,6.3670411985019655
270.6,6.779661016949047,6.256658595641686
270.8,6.85579196217492,5.78723404255341
271,4.749340369393091,13.45646437994712
271.2,4.9327354260090255,12.959641255605248
271.4,6.03773584905661,9.408805031446494
271.6,5.065666041275819,10.844277673546069
271.8,4.581551618814969,9.886377519853369
272,5.777777777777734,11.242666666666663
272.2,5.746209098164481,6.0782122905027025
272.4,6.767794632438726,6.982497082847225
272.6,11.855670103092777,4.7903780068726896
272.8,8.58318636096408,3.757789535567361
273,6.766917293233081,3.5789473684210718
273.2,6.369426751592446,3.8114649681526003
273.4,6.624605678233405,4.933753943217786
273.6,5.903021784961323,3.9184820801124745
273.8,6.033376123234994,3.666238767650664
274,9.441489361702104,3.255319148936299
274.2,6.20284995808884,3.305951383067887
274.4,7.97665369649795,4.498054474708262
274.6,6.90866510538634,3.9812646370024027
274.8,6.618313689936574,3.3291024478693547
275,6.957250628667243,3.305951383067888
275.2,9.119106699751875,3.627791563275372
275.4,7.428115015974446,3.476038338658153
275.6,6.589595375722586,3.3017341040460884
275.8,10.630630630630602,3.022222222222287
276,6.594153636981613,4.34534330387497
276.2,6.127080181543084,4.320726172465945
276.4,6.740442655935633,3.830985915493023
276.6,5.395683453237403,4.973621103117504
276.8,7.277187244480679,6.560915780866844
277,6.4120054570258835,7.51432469304225
277.2,6.290471785383871,4.90656799259941
277.4,5.7044673539519035,4.673539518900244
277.6,7.2821846553965175,4.421326397919444
277.8,6.446540880503202,3.955974842767381
278,6.981382978723436,5.425531914893663
278.2,6.654343807763485,5.279112754158938
278.4,7.177033492822947,5.96491228070191
278.6,7.3403241182078025,6.612011439466172
278.8,6.740740740740823,7.555555555555486
279,6.258064516129007,6.492903225806443
279.2,6.302521008403226,9.285714285714471
279.4,9.197786998616815,3.856154910096855
279.6,9.082733812949558,3.546762589928047
279.8,9.210526315789487,3.578947368421058
280,9.957627118644016,4.033898305084818
280.2,11.50442477876099,4.011799410029775
280.4,10.162601626016224,4.146341463414546
280.6,9.913258983890959,9.774473358116447
280.8,9.981515711645072,3.519408502772703
281,8.40108401084025,5.159891598916067
281.2,7.850707850707833,5.250965250965132
281.4,7.555555555555326,5.137777777777623
281.6,8.244274809160354,4.7755725190839104
281.8,4.629629629629624,18.329218106995675
282,5.039034776437174,15.733144073811253
282.2,5.662188099807993,18.794625719769694
